timestamp,publicURL,consensusStatus,speciesConsensus,aiResults,videoUrl
2024-01-13 08:40:35,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1323.JPG,Pending,"[{'scientificName': 'Spizella passerina'}, {'scientificName': 'Passer domesticus'}]",[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1325.MP4
2024-01-13 04:52:55,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1286.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1289.MP4
2024-01-13 04:53:00,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1287.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1289.MP4
2024-01-13 04:53:04,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1288.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1289.MP4
2024-01-24 11:16:07,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1634.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1635.MP4
2024-01-24 13:57:40,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1665.JPG,ConsensusReached,[{'scientificName': 'Ardea herodias'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1668.MP4
2024-01-24 16:01:26,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1669.JPG,MoreAnnotationsNeeded,"[{'scientificName': 'Anas platyrhynchos'}, {'scientificName': 'Anas platyrhynchos'}]",[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1672.MP4
2024-01-26 00:21:17,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1698.JPG,Pending,"[{'scientificName': 'Castor canadensis'}, {'scientificName': 'Mammalia'}]",[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1699.MP4
2024-01-26 19:27:45,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1710.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1713.MP4
2024-01-24 13:57:46,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1666.JPG,ConsensusReached,[{'scientificName': 'Ardea herodias'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1668.MP4
2024-01-24 13:57:50,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1667.JPG,ConsensusReached,[{'scientificName': 'Ardea herodias'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1668.MP4
2024-01-25 16:43:28,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1693.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1694.MP4
2024-01-26 19:27:01,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1706.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1709.MP4
2024-01-26 19:27:06,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1707.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1709.MP4
2024-01-26 19:27:10,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1708.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1709.MP4
2024-01-24 16:01:32,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1670.JPG,ConsensusReached,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1672.MP4
2024-01-24 16:01:36,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1671.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1672.MP4
2024-01-24 16:06:57,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1674.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1676.MP4
2024-01-24 16:07:01,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1675.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1676.MP4
2024-01-25 16:43:19,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1691.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1694.MP4
2024-01-25 16:43:24,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1692.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1694.MP4
2024-01-26 19:26:19,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1703.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1705.MP4
2024-01-24 16:06:51,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1673.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1676.MP4
2024-01-26 00:21:08,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1696.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1699.MP4
2024-01-26 00:21:13,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1697.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1699.MP4
2024-01-26 19:26:23,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1704.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1705.MP4
2024-01-26 19:28:44,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1715.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1717.MP4
2024-01-26 21:20:08,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1723.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1725.MP4
2024-01-26 21:20:12,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1724.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1725.MP4
2024-01-26 22:24:58,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1730.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1733.MP4
2024-01-27 06:13:51,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1748.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1750.MP4
2024-01-28 08:56:19,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1765.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1768.MP4
2024-01-28 10:50:08,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1773.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1776.MP4
2024-01-28 11:59:50,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1778.JPG,ConsensusReached,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1780.MP4
2024-01-28 22:55:09,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1787.JPG,MoreAnnotationsNeeded,"[{'scientificName': 'Castor canadensis'}, {'scientificName': 'Castor'}]",[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1789.MP4
2024-01-26 19:27:54,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1712.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1713.MP4
2024-01-26 21:19:08,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1720.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1721.MP4
2024-01-26 21:22:27,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1727.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1729.MP4
2024-01-26 22:25:03,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1731.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1733.MP4
2024-01-27 01:21:25,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1737.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1738.MP4
2024-01-27 01:22:26,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1741.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1742.MP4
2024-01-27 06:12:59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1743.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1746.MP4
2024-01-27 06:13:08,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1745.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1746.MP4
2024-01-27 06:13:46,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1747.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1750.MP4
2024-01-27 06:15:27,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1751.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1754.MP4
2024-01-28 10:50:13,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1774.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1776.MP4
2024-01-28 10:50:17,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1775.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1776.MP4
2024-01-28 11:59:54,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1779.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1780.MP4
2024-01-28 13:34:29,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1783.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1785.MP4
2024-01-28 13:34:33,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1784.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1785.MP4
2024-01-28 22:55:04,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1786.JPG,MoreAnnotationsNeeded,"[{'scientificName': 'Castor canadensis'}, {'scientificName': 'Castor'}]",[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1789.MP4
2024-01-26 21:20:04,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1722.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1725.MP4
2024-01-26 21:22:22,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1726.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1729.MP4
2024-01-26 22:25:07,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1732.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1733.MP4
2024-01-27 01:21:21,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1736.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1738.MP4
2024-01-27 01:22:17,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1739.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1742.MP4
2024-01-27 06:15:32,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1752.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1754.MP4
2024-01-28 10:33:41,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1769.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.04}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1772.MP4
2024-01-28 11:59:44,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1777.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1780.MP4
2024-01-28 13:34:23,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1782.JPG,Pending,[{'scientificName': 'Anas platyrhynchos'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1785.MP4
2024-01-26 19:27:50,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1711.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1713.MP4
2024-01-26 19:28:39,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1714.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1717.MP4
2024-01-26 19:28:48,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1716.JPG,ConsensusReached,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1717.MP4
2024-01-26 21:19:04,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1719.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1721.MP4
2024-01-26 21:22:31,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1728.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1729.MP4
2024-01-27 01:21:16,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1735.JPG,Pending,[{'scientificName': 'Castor canadensis'}],[{'confHuman': 0.0}],https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1738.MP4
